payment_id,order_id,payment_method,payment_amount,fee_amount,tax_amount,status,gateway_ref,transaction_time,settlement_status
pay_live_1407,ord_live_1387,UPI,16462.0,0.0,0.0,CAPTURED,gw_ref_976960,2026-08-03 15:29:23,SETTLED
pay_live_1408,ord_live_1388,CARD,812.0,16.24,2.92,CAPTURED,gw_ref_916776,2026-07-05 23:56:36,SETTLED
pay_live_1409,ord_live_1389,UPI,16030.0,0.0,0.0,CAPTURED,gw_ref_808640,2026-07-11 04:09:40,SETTLED
pay_live_1410,ord_live_1390,WALLET,57360.0,860.4,154.87,CAPTURED,gw_ref_743644,2026-07-23 02:22:00,SETTLED
pay_live_1411,ord_live_1391,UPI,646.0,0.0,0.0,CAPTURED,gw_ref_144316,2026-08-02 06:56:53,SETTLED
pay_live_1412,ord_live_1392,NET_BANKING,38174.0,15.0,2.7,CAPTURED,gw_ref_750817,2026-08-10 13:48:15,SETTLED
pay_live_1413,ord_live_1393,UPI,10111.0,0.0,0.0,CAPTURED,gw_ref_614646,2026-08-18 06:28:01,SETTLED
pay_live_1414,ord_live_1394,UPI,947.0,0.0,0.0,CAPTURED,gw_ref_393880,2026-07-24 23:09:11,SETTLED
pay_live_1415,ord_live_1395,UPI,14093.0,0.0,0.0,CAPTURED,gw_ref_156778,2026-07-30 00:21:52,SETTLED
pay_live_1416,ord_live_1396,UPI,17022.0,0.0,0.0,CAPTURED,gw_ref_601554,2026-08-10 06:48:08,SETTLED
pay_live_1417,ord_live_1397,WALLET,978.0,14.67,2.64,CAPTURED,gw_ref_626883,2026-07-14 00:17:46,SETTLED
pay_live_1418,ord_live_1398,UPI,17903.0,0.0,0.0,CAPTURED,gw_ref_579404,2026-08-19 19:59:22,SETTLED
pay_live_1419,ord_live_1399,WALLET,17059.0,255.88,46.06,CAPTURED,gw_ref_582418,2026-07-01 13:04:29,SETTLED
pay_live_1420,ord_live_1400,UPI,975.0,0.0,0.0,CAPTURED,gw_ref_112394,2026-07-13 07:58:22,SETTLED
pay_live_1421,ord_live_1401,CARD,837.0,16.74,3.01,CAPTURED,gw_ref_709231,2026-07-16 11:27:06,SETTLED
pay_live_1422,ord_live_1402,UPI,9672.0,0.0,0.0,CAPTURED,gw_ref_742544,2026-07-28 05:09:00,SETTLED
pay_live_1423,ord_live_1403,NET_BANKING,6348.0,15.0,2.7,CAPTURED,gw_ref_675210,2026-08-06 16:35:28,SETTLED
pay_live_1424,ord_live_1404,UPI,5951.0,0.0,0.0,CAPTURED,gw_ref_594241,2026-07-28 07:10:57,SETTLED
pay_live_1425,ord_live_1405,WALLET,1749.0,26.23,4.72,CAPTURED,gw_ref_483699,2026-07-06 12:23:28,SETTLED
pay_live_1426,ord_live_1406,UPI,6362.0,0.0,0.0,CAPTURED,gw_ref_320759,2026-08-11 06:12:51,SETTLED
pay_live_1427,ord_live_1407,UPI,818.0,0.0,0.0,CAPTURED,gw_ref_482812,2026-08-15 15:44:07,SETTLED
pay_live_1428,ord_live_1408,NET_BANKING,9118.0,15.0,2.7,CAPTURED,gw_ref_572623,2026-07-05 12:11:21,SETTLED
pay_live_1429,ord_live_1409,UPI,978.0,0.0,0.0,CAPTURED,gw_ref_703867,2026-07-20 13:16:34,SETTLED
pay_live_1430,ord_live_1410,CARD,11336.0,226.72,40.81,CAPTURED,gw_ref_855829,2026-08-19 07:02:55,SETTLED
pay_live_1431,ord_live_1411,UPI,8181.0,0.0,0.0,CAPTURED,gw_ref_682316,2026-08-16 21:20:51,SETTLED
pay_live_1432,ord_live_1412,UPI,5694.0,0.0,0.0,CAPTURED,gw_ref_305587,2026-07-16 00:44:03,SETTLED
pay_live_1433,ord_live_1413,UPI,116481.0,0.0,0.0,CAPTURED,gw_ref_595962,2026-07-08 21:57:19,SETTLED
pay_live_1434,ord_live_1414,NET_BANKING,17434.0,15.0,2.7,CAPTURED,gw_ref_541996,2026-08-18 11:03:17,SETTLED
pay_live_1435,ord_live_1415,UPI,1988.0,0.0,0.0,CAPTURED,gw_ref_659921,2026-07-03 21:36:52,SETTLED
pay_live_1436,ord_live_1416,CARD,1197.0,23.94,4.31,CAPTURED,gw_ref_414608,2026-08-04 04:13:36,SETTLED
pay_live_1437,ord_live_1417,UPI,8658.0,0.0,0.0,CAPTURED,gw_ref_150026,2026-07-10 02:25:25,SETTLED
pay_live_1438,ord_live_1418,UPI,9819.0,0.0,0.0,CAPTURED,gw_ref_162952,2026-07-03 16:07:32,SETTLED
pay_live_1439,ord_live_1419,UPI,3803.0,0.0,0.0,CAPTURED,gw_ref_599687,2026-07-20 06:50:02,SETTLED
pay_live_1440,ord_live_1420,NET_BANKING,2371.0,15.0,2.7,CAPTURED,gw_ref_571706,2026-07-11 00:23:32,SETTLED
pay_live_1441,ord_live_1421,CARD,1698.0,33.96,6.11,CAPTURED,gw_ref_478496,2026-07-18 08:58:30,SETTLED
pay_live_1442,ord_live_1422,UPI,229.0,0.0,0.0,CAPTURED,gw_ref_949363,2026-07-17 07:41:35,SETTLED
pay_live_1443,ord_live_1423,UPI,3816.0,0.0,0.0,CAPTURED,gw_ref_531762,2026-08-01 03:10:43,SETTLED
pay_live_1444,ord_live_1424,UPI,64179.0,0.0,0.0,CAPTURED,gw_ref_704875,2026-08-15 12:16:38,SETTLED
pay_live_1445,ord_live_1425,CARD,1065.0,21.3,3.83,CAPTURED,gw_ref_283017,2026-07-23 22:02:54,SETTLED
pay_live_1446,ord_live_1426,WALLET,15741.0,236.11,42.5,CAPTURED,gw_ref_472358,2026-07-14 19:18:01,SETTLED
pay_live_1447,ord_live_1427,UPI,5912.0,0.0,0.0,CAPTURED,gw_ref_611174,2026-08-02 07:01:34,SETTLED
pay_live_1448,ord_live_1428,CARD,127551.0,2551.02,459.18,CAPTURED,gw_ref_182216,2026-07-04 23:59:16,SETTLED
pay_live_1449,ord_live_1429,UPI,2261.0,0.0,0.0,CAPTURED,gw_ref_586279,2026-07-23 15:21:12,SETTLED
pay_live_1450,ord_live_1430,CARD,853.0,17.06,3.07,CAPTURED,gw_ref_275715,2026-08-07 00:51:13,SETTLED
pay_live_1451,ord_live_1431,CARD,10032.0,200.64,36.12,CAPTURED,gw_ref_542306,2026-07-09 10:02:28,SETTLED
pay_live_1452,ord_live_1432,CARD,1818.0,36.36,6.54,CAPTURED,gw_ref_990136,2026-08-13 09:24:37,SETTLED
pay_live_1453,ord_live_1433,NET_BANKING,1184.0,15.0,2.7,CAPTURED,gw_ref_269868,2026-07-15 22:31:53,SETTLED
pay_live_1454,ord_live_1434,UPI,1985.0,0.0,0.0,CAPTURED,gw_ref_432270,2026-07-15 01:29:34,SETTLED
pay_live_1455,ord_live_1435,CARD,18561.0,371.22,66.82,CAPTURED,gw_ref_734792,2026-07-09 05:54:51,SETTLED
pay_live_1456,ord_live_1436,CARD,1455.0,29.1,5.24,CAPTURED,gw_ref_566509,2026-07-08 16:20:44,SETTLED
pay_live_1457,ord_live_1437,CARD,12690.0,253.8,45.68,CAPTURED,gw_ref_884225,2026-07-20 23:20:29,SETTLED
pay_live_1458,ord_live_1438,CARD,5570.0,111.4,20.05,CAPTURED,gw_ref_534098,2026-07-09 12:14:28,SETTLED
pay_live_1459,ord_live_1439,UPI,832.0,0.0,0.0,CAPTURED,gw_ref_231113,2026-08-18 15:28:40,SETTLED
pay_live_1460,ord_live_1440,CARD,1752.0,35.04,6.31,CAPTURED,gw_ref_880009,2026-08-12 18:55:03,SETTLED
pay_live_1461,ord_live_1441,CARD,1555.0,31.1,5.6,CAPTURED,gw_ref_320800,2026-07-15 20:26:22,SETTLED
pay_live_1462,ord_live_1442,UPI,455.0,0.0,0.0,CAPTURED,gw_ref_200195,2026-07-01 21:55:30,SETTLED
pay_live_1463,ord_live_1443,UPI,1724.0,0.0,0.0,CAPTURED,gw_ref_675074,2026-07-08 12:04:15,SETTLED
pay_live_1464,ord_live_1444,UPI,44395.0,0.0,0.0,CAPTURED,gw_ref_649435,2026-08-13 05:44:38,SETTLED
pay_live_1465,ord_live_1445,CARD,231.0,4.62,0.83,CAPTURED,gw_ref_208976,2026-07-13 05:29:43,SETTLED
pay_live_1466,ord_live_1446,UPI,1043.0,0.0,0.0,CAPTURED,gw_ref_188406,2026-07-03 15:01:05,SETTLED
pay_live_1467,ord_live_1447,CARD,14541.0,290.82,52.35,CAPTURED,gw_ref_424398,2026-08-12 22:14:51,SETTLED
pay_live_1468,ord_live_1448,UPI,1908.0,0.0,0.0,CAPTURED,gw_ref_564687,2026-07-09 10:42:14,SETTLED
pay_live_1469,ord_live_1449,CARD,17696.0,353.92,63.71,CAPTURED,gw_ref_652329,2026-07-03 11:18:41,SETTLED
pay_live_1470,ord_live_1450,NET_BANKING,19229.0,15.0,2.7,CAPTURED,gw_ref_136862,2026-07-16 05:51:58,SETTLED
pay_live_1471,ord_live_1451,CARD,17881.0,357.62,64.37,CAPTURED,gw_ref_599284,2026-07-23 03:35:16,SETTLED
pay_live_1472,ord_live_1452,UPI,1321.0,0.0,0.0,CAPTURED,gw_ref_385647,2026-07-14 10:02:37,SETTLED
pay_live_1473,ord_live_1453,UPI,9627.0,0.0,0.0,CAPTURED,gw_ref_831510,2026-07-10 12:17:01,SETTLED
pay_live_1474,ord_live_1454,UPI,68303.0,0.0,0.0,CAPTURED,gw_ref_761701,2026-07-03 16:40:57,SETTLED
pay_live_1475,ord_live_1455,CARD,1312.0,26.24,4.72,CAPTURED,gw_ref_556106,2026-07-21 08:49:20,SETTLED
pay_live_1476,ord_live_1456,UPI,56936.0,0.0,0.0,CAPTURED,gw_ref_424703,2026-07-10 03:17:36,SETTLED
pay_live_1477,ord_live_1457,NET_BANKING,176.0,15.0,2.7,CAPTURED,gw_ref_665883,2026-07-05 10:18:54,SETTLED
pay_live_1478,ord_live_1458,UPI,12870.0,0.0,0.0,CAPTURED,gw_ref_563324,2026-08-08 15:52:03,SETTLED
pay_live_1479,ord_live_1459,UPI,41206.0,0.0,0.0,CAPTURED,gw_ref_372427,2026-07-03 09:13:18,SETTLED
pay_live_1480,ord_live_1460,UPI,43913.0,0.0,0.0,CAPTURED,gw_ref_100096,2026-07-04 20:45:57,SETTLED
pay_live_1481,ord_live_1461,UPI,759.0,0.0,0.0,CAPTURED,gw_ref_460589,2026-07-08 14:47:46,SETTLED
pay_live_1482,ord_live_1462,UPI,1249.0,0.0,0.0,CAPTURED,gw_ref_108721,2026-08-14 04:55:05,SETTLED
pay_live_1483,ord_live_1463,CARD,44797.0,895.94,161.27,CAPTURED,gw_ref_892170,2026-07-20 08:48:39,SETTLED
pay_live_1484,ord_live_1464,UPI,57541.0,0.0,0.0,CAPTURED,gw_ref_903072,2026-07-26 03:02:25,SETTLED
pay_live_1485,ord_live_1465,UPI,1257.0,0.0,0.0,CAPTURED,gw_ref_726003,2026-07-07 00:12:00,SETTLED
pay_live_1486,ord_live_1466,UPI,97006.0,0.0,0.0,CAPTURED,gw_ref_674842,2026-08-09 11:52:58,SETTLED
pay_live_1487,ord_live_1467,UPI,610.0,0.0,0.0,CAPTURED,gw_ref_687783,2026-08-13 11:25:56,SETTLED
pay_live_1488,ord_live_1468,UPI,996.0,0.0,0.0,CAPTURED,gw_ref_271200,2026-08-15 22:13:13,SETTLED
pay_live_1489,ord_live_1469,CARD,867.0,17.34,3.12,CAPTURED,gw_ref_968668,2026-07-07 00:54:24,SETTLED
pay_live_1490,ord_live_1470,UPI,1831.0,0.0,0.0,CAPTURED,gw_ref_183057,2026-07-02 18:03:44,SETTLED
pay_live_1491,ord_live_1471,UPI,1917.0,0.0,0.0,CAPTURED,gw_ref_641704,2026-07-24 14:48:16,SETTLED
pay_live_1492,ord_live_1472,CARD,138274.0,2765.48,497.79,CAPTURED,gw_ref_398505,2026-08-14 09:30:10,SETTLED
pay_live_1493,ord_live_1473,CARD,306.0,6.12,1.1,CAPTURED,gw_ref_948097,2026-07-21 15:17:08,SETTLED
pay_live_1494,ord_live_1474,UPI,295.0,0.0,0.0,CAPTURED,gw_ref_994940,2026-07-03 21:38:21,SETTLED
pay_live_1495,ord_live_1475,UPI,974.0,0.0,0.0,CAPTURED,gw_ref_403662,2026-07-05 18:54:01,SETTLED
pay_live_1496,ord_live_1476,UPI,448.0,0.0,0.0,CAPTURED,gw_ref_747736,2026-08-09 18:09:33,SETTLED
pay_live_1497,ord_live_1477,UPI,10683.0,0.0,0.0,CAPTURED,gw_ref_296911,2026-07-06 05:38:45,SETTLED
pay_live_1498,ord_live_1478,UPI,1011.0,0.0,0.0,CAPTURED,gw_ref_152042,2026-07-02 17:29:56,SETTLED
pay_live_1499,ord_live_1479,WALLET,6952.0,104.28,18.77,CAPTURED,gw_ref_294969,2026-08-18 07:42:27,SETTLED
pay_live_1500,ord_live_1480,WALLET,47131.0,706.96,127.25,CAPTURED,gw_ref_382271,2026-08-18 03:17:09,SETTLED
pay_live_1501,ord_live_1481,UPI,47435.0,0.0,0.0,CAPTURED,gw_ref_862427,2026-08-04 06:59:53,SETTLED
pay_live_1502,ord_live_1482,UPI,4587.0,0.0,0.0,CAPTURED,gw_ref_258003,2026-07-26 07:03:28,SETTLED
pay_live_1503,ord_live_1483,UPI,441.0,0.0,0.0,CAPTURED,gw_ref_458521,2026-07-13 15:10:03,SETTLED
pay_live_1504,ord_live_1484,UPI,1783.0,0.0,0.0,CAPTURED,gw_ref_489438,2026-08-09 13:58:03,SETTLED
pay_live_1505,ord_live_1485,UPI,1238.0,0.0,0.0,CAPTURED,gw_ref_446290,2026-07-26 02:21:20,SETTLED
pay_live_1506,ord_live_1486,UPI,20810.0,0.0,0.0,CAPTURED,gw_ref_158760,2026-08-20 07:41:01,SETTLED
pay_live_1507,ord_live_1487,UPI,1259.0,0.0,0.0,CAPTURED,gw_ref_174852,2026-08-07 03:51:36,SETTLED
pay_live_1508,ord_live_1488,UPI,19551.0,0.0,0.0,CAPTURED,gw_ref_301528,2026-07-22 22:18:06,SETTLED
pay_live_1509,ord_live_1489,NET_BANKING,7642.0,15.0,2.7,CAPTURED,gw_ref_956949,2026-07-17 21:11:57,SETTLED
pay_live_1510,ord_live_1490,UPI,41724.0,0.0,0.0,CAPTURED,gw_ref_227885,2026-08-13 16:04:03,SETTLED
pay_live_1511,ord_live_1491,WALLET,1773.0,26.59,4.79,CAPTURED,gw_ref_503489,2026-08-19 18:21:34,SETTLED
pay_live_1512,ord_live_1492,CARD,104879.0,2097.58,377.56,CAPTURED,gw_ref_359168,2026-07-08 18:51:24,SETTLED
pay_live_1513,ord_live_1493,CARD,4925.0,98.5,17.73,CAPTURED,gw_ref_308855,2026-07-12 23:14:25,SETTLED
pay_live_1514,ord_live_1494,UPI,14252.0,0.0,0.0,CAPTURED,gw_ref_646453,2026-07-04 01:51:08,SETTLED
pay_live_1515,ord_live_1495,CARD,1697.0,33.94,6.11,CAPTURED,gw_ref_595793,2026-08-03 03:03:07,SETTLED
pay_live_1516,ord_live_1496,UPI,36350.0,0.0,0.0,CAPTURED,gw_ref_438756,2026-07-02 23:06:47,SETTLED
pay_live_1517,ord_live_1497,UPI,1785.0,0.0,0.0,CAPTURED,gw_ref_880900,2026-07-30 01:26:11,SETTLED
pay_live_1518,ord_live_1498,WALLET,1100.0,16.5,2.97,CAPTURED,gw_ref_228074,2026-08-07 23:16:31,SETTLED
pay_live_1519,ord_live_1499,UPI,433.0,0.0,0.0,CAPTURED,gw_ref_308376,2026-07-17 08:56:26,SETTLED
pay_live_1520,ord_live_1500,UPI,432.0,0.0,0.0,CAPTURED,gw_ref_799080,2026-08-05 15:54:50,SETTLED
pay_ghost_1521,ord_ghost_9001,UPI,2284.0,0.0,0.0,CAPTURED,gw_ref_ghost_115799,2026-07-21 05:27:20,SETTLED
pay_ghost_1522,ord_ghost_9002,NET_BANKING,1871.0,15.0,2.7,CAPTURED,gw_ref_ghost_354897,2026-08-11 12:25:50,SETTLED
pay_ghost_1523,ord_ghost_9003,UPI,573.0,0.0,0.0,CAPTURED,gw_ref_ghost_725173,2026-08-12 07:30:44,SETTLED
pay_ghost_1524,ord_ghost_9004,NET_BANKING,1769.0,15.0,2.7,CAPTURED,gw_ref_ghost_195841,2026-07-10 16:10:31,SETTLED
pay_ghost_1525,ord_ghost_9005,UPI,3272.0,0.0,0.0,CAPTURED,gw_ref_ghost_835395,2026-07-08 20:41:09,SETTLED
pay_ghost_1526,ord_ghost_9006,UPI,4893.0,0.0,0.0,CAPTURED,gw_ref_ghost_685472,2026-07-14 00:14:20,SETTLED
pay_ghost_1527,ord_ghost_9007,WALLET,3345.0,50.17,9.03,CAPTURED,gw_ref_ghost_475565,2026-07-17 09:44:24,SETTLED
pay_ghost_1528,ord_ghost_9008,NET_BANKING,1603.0,15.0,2.7,CAPTURED,gw_ref_ghost_686179,2026-07-08 00:45:28,SETTLED
pay_ghost_1529,ord_ghost_9009,WALLET,2914.0,43.71,7.87,CAPTURED,gw_ref_ghost_464552,2026-07-18 03:11:34,SETTLED
pay_ghost_1530,ord_ghost_9010,WALLET,3151.0,47.27,8.51,CAPTURED,gw_ref_ghost_681456,2026-07-23 04:58:55,SETTLED
pay_ghost_1531,ord_ghost_9011,UPI,1813.0,0.0,0.0,CAPTURED,gw_ref_ghost_959222,2026-08-07 13:28:18,SETTLED
pay_ghost_1532,ord_ghost_9012,NET_BANKING,2657.0,15.0,2.7,CAPTURED,gw_ref_ghost_630535,2026-08-03 09:49:40,SETTLED
pay_ghost_1533,ord_ghost_9013,CARD,3605.0,72.1,12.98,CAPTURED,gw_ref_ghost_913712,2026-07-07 04:54:23,SETTLED
pay_ghost_1534,ord_ghost_9014,NET_BANKING,2456.0,15.0,2.7,CAPTURED,gw_ref_ghost_506313,2026-07-10 06:34:52,SETTLED
pay_ghost_1535,ord_ghost_9015,WALLET,2055.0,30.82,5.55,CAPTURED,gw_ref_ghost_438270,2026-08-09 13:39:18,SETTLED
pay_ghost_1536,ord_ghost_9016,NET_BANKING,3857.0,15.0,2.7,CAPTURED,gw_ref_ghost_169918,2026-07-12 12:33:42,SETTLED
pay_ghost_1537,ord_ghost_9017,CARD,858.0,17.16,3.09,CAPTURED,gw_ref_ghost_608947,2026-07-16 10:12:06,SETTLED
pay_ghost_1538,ord_ghost_9018,UPI,2069.0,0.0,0.0,CAPTURED,gw_ref_ghost_507475,2026-07-08 03:41:53,SETTLED
pay_ghost_1539,ord_ghost_9019,NET_BANKING,4513.0,15.0,2.7,CAPTURED,gw_ref_ghost_852715,2026-07-08 20:14:38,SETTLED
pay_ghost_1540,ord_ghost_9020,UPI,1080.0,0.0,0.0,CAPTURED,gw_ref_ghost_972496,2026-07-19 05:31:59,SETTLED
